,品名,规格,市场,价格,趋势,周涨跌,月涨跌,年涨跌
313, 浮萍 , 绿统 较广 ,玉林,10.00,平,0.00%,0.00%,0.00%
314, 翻白草 , 全草 较广 ,玉林,28.00,平,0.00%,0.00%,55.56%
315, 葫芦茶 , 统 广西 ,玉林,6.00,慢,0.00%,0.00%,0.00%
316, 瞿麦 , 统 较广 ,玉林,7.00,平,0.00%,0.00%,0.00%
317, 三叶青 , 选 较广 ,玉林,85.00,缺,0.00%,0.00%,-34.62%
318, 九里香 , 统 ,玉林,9.00,平,0.00%,0.00%,0.00%
319, 西青果 , 统 进口 ,玉林,20.00,平,0.00%,0.00%,-20.00%
320, 西洋参 , 大片 ,玉林,550.00,平,0.00%,0.00%,-8.33%
321, 西洋参 , 小片 ,玉林,250.00,平,0.00%,0.00%,-10.71%
322, 冬葵子 , 好统 较广 ,玉林,15.00,平,0.00%,0.00%,-28.57%
323, 夏枯草 , 野生不带球.. ,玉林,4.50,平,0.00%,0.00%,18.42%
324, 夏枯草 , 野生统球 .. ,玉林,20.00,平,0.00%,0.00%,0.00%
325, 滇鸡血藤 , 刨片 云南 ,玉林,12.00,缺,0.00%,0.00%,0.00%
326, 浮小麦 , 统 较广 ,玉林,5.00,平,0.00%,0.00%,0.00%
327, 夏天无 , 野统 江西 ,玉林,45.00,平,0.00%,0.00%,-62.50%
328, 仙鹤草 , 统 较广 ,玉林,6.50,平,0.00%,0.00%,0.00%
329, 仙茅 , 统个 进口 ,玉林,52.00,平,0.00%,0.00%,-1.89%
330, 相思子 , 统 ,玉林,58.00,平,0.00%,0.00%,0.00%
331, 香附 , 光统 广东 ,玉林,6.00,平,0.00%,0.00%,-36.84%
332, 香排草 , 统 福建 ,玉林,15.50,平,0.00%,0.00%,0.00%
333, 香薷 , 好统 较广 ,玉林,5.50,平,0.00%,0.00%,-50.00%
334, 香叶 , 统 进口 ,玉林,32.00,平,0.00%,0.00%,8.47%
335, 香橼 , 统片 云南 ,玉林,20.00,平,0.00%,0.00%,-9.09%
336, 小茴香 , 色青 西北 ,玉林,13.00,平,0.00%,8.33%,-3.70%
337, 小茴香 , 统 进口 ,玉林,9.00,平,0.00%,2.27%,-5.26%
338, 小蓟 , 统片 较广 ,玉林,8.00,缺,0.00%,0.00%,0.00%
339, 薤白 , 统 西北 ,玉林,45.00,平,0.00%,0.00%,-10.00%
340, 辛夷 , 有梗大花 .. ,玉林,95.00,平,0.00%,0.00%,-13.64%
341, 辛夷 , 有梗小花 .. ,玉林,85.00,平,0.00%,0.00%,-15.00%
342, 徐长卿 , 净根 山东 ,玉林,30.00,平,0.00%,0.00%,-14.29%
343, 续断 , 统个 西南 ,玉林,13.00,平,0.00%,0.00%,-27.78%
344, 玄参 , 统 湖北 ,玉林,9.00,快,0.00%,0.00%,-18.18%
345, 旋覆花 , 统 较广 ,玉林,35.00,平,0.00%,-7.89%,-20.45%
346, 雪莲花 , 整朵 新疆 ,玉林,15.00,平,0.00%,0.00%,7.14%
347, 柠檬 , 统片 四川 ,玉林,30.00,平,0.00%,0.00%,50.00%
348, 血余炭 , 统 较广 ,玉林,30.00,平,0.00%,0.00%,0.00%
349, 鸦胆子 , 统 较广 ,玉林,15.00,缺,0.00%,0.00%,-16.67%
350, 扁豆花 , 统 较广 ,玉林,85.00,慢,0.00%,0.00%,-10.53%
351, 阳起石 , 统个 较广 ,玉林,2.80,平,0.00%,0.00%,0.00%
352, 野菊花 , 统货 较广 ,玉林,40.00,平,0.00%,0.00%,0.00%
353, 叶下珠 , 统条 广西 ,玉林,8.00,平,0.00%,0.00%,14.29%
354, 首乌藤 , 统 贵州 ,玉林,13.00,快,0.00%,0.00%,0.00%
355, 鱼鳔 , 统 较广 ,玉林,125.00,缺,0.00%,0.00%,0.00%
356, 丁公藤 , 统 较广 ,玉林,5.80,缺,0.00%,0.00%,0.00%
357, 益母草 , 统 较广 ,玉林,4.50,平,0.00%,0.00%,0.00%
358, 益智 , 统 海南 ,玉林,93.00,平,0.00%,-8.82%,13.41%
359, 薏苡仁 , 统 贵州 ,玉林,10.00,平,0.00%,0.00%,-16.67%
360, 薏苡仁 , 统 进口 ,玉林,8.50,平,0.00%,0.00%,-15.00%
361, 茵陈 , 统 甘肃 ,玉林,10.00,平,0.00%,-9.09%,-16.67%
362, 淫羊藿 , 好货 甘肃 ,玉林,160.00,平,0.00%,0.00%,0.00%
363, 银柴胡 , 统个 甘肃 ,玉林,110.00,缺,0.00%,0.00%,-15.38%
364, 银杏叶 , 统 较广 ,玉林,9.00,平,0.00%,0.00%,0.00%
365, 玉米须 , 统 较广 ,玉林,8.00,平,0.00%,0.00%,0.00%
366, 玉竹 , 统片 湖南 ,玉林,49.00,慢,0.00%,-2.00%,-27.94%
367, 郁金 , 统个 广西 ,玉林,13.50,平,0.00%,0.00%,-10.00%
368, 郁李仁 , 统 内蒙 ,玉林,80.00,平,0.00%,0.00%,-9.09%
369, 岩黄连 , 统 ,玉林,145.00,平,0.00%,-12.12%,-12.12%
370, 九龙藤 , 统 ,玉林,5.00,平,0.00%,0.00%,0.00%
371, 翠云草 , 统 贵州 ,玉林,17.00,平,0.00%,0.00%,0.00%
372, 狗肝菜 , 统 ,玉林,9.00,平,0.00%,0.00%,0.00%
373, 桃胶 , 统 ,玉林,50.00,缺,0.00%,0.00%,0.00%
374, 韩信草 , 全草 ,玉林,80.00,缺,0.00%,0.00%,0.00%
375, 路边青 , 统 ,玉林,3.50,缺,0.00%,0.00%,0.00%
376, 鹅管石 , 统 ,玉林,7.00,慢,0.00%,0.00%,0.00%
377, 金丝草 , 统 ,玉林,16.00,缺,0.00%,0.00%,0.00%
378, 铁线草 , 统 ,玉林,20.00,缺,0.00%,0.00%,-23.08%
379, 红穿破石 , 统 ,玉林,13.00,缺,0.00%,0.00%,0.00%
380, 夜关门 , 统 ,玉林,13.00,平,0.00%,0.00%,0.00%
381, 四方藤 , 统 ,玉林,10.00,平,0.00%,0.00%,0.00%
382, 毛冬青叶 , 统 ,玉林,10.00,缺,0.00%,0.00%,0.00%
383, 高丽参 , 统条 ,玉林,580.00,慢,0.00%,0.00%,0.00%
384, 金虫草 , 统 ,玉林,60.00,平,0.00%,0.00%,0.00%
385, 燕窝 , 好货 ,玉林,13000.00,平,0.00%,0.00%,-7.14%
386, 东革阿里 , 黄统 ,玉林,35.00,平,0.00%,0.00%,0.00%
387, 黑枸杞 , 家统 ,玉林,40.00,缺,0.00%,0.00%,0.00%
388, 金线莲 , 统 ,玉林,850.00,平,0.00%,0.00%,-5.56%
389, 辣木籽 , 统 进口 ,玉林,45.00,平,0.00%,-10.00%,-18.18%
390, 阿胶 , 胶块 东阿 ,荷花池,2650.00,慢,0.00%,0.00%,-1.85%
391, 阿胶 , 胶块 福牌 ,荷花池,1200.00,慢,0.00%,0.00%,0.00%
392, 艾叶 , 统 湖北 ,荷花池,8.50,平,0.00%,0.00%,-10.53%
393, 安息香 , 统块 进口 ,荷花池,190.00,慢,0.00%,0.00%,11.76%
394, 八角茴香 , 大红 广西 ,荷花池,36.00,慢,0.00%,0.00%,16.13%
395, 预知子 , 统 湖北 ,荷花池,14.00,慢,0.00%,0.00%,-17.65%
396, 巴豆 , 统 四川 ,荷花池,16.00,慢,0.00%,0.00%,-5.88%
397, 人参 , 生晒25支.. ,荷花池,370.00,平,0.00%,0.00%,-2.63%
398, 巴戟天 , 肉统条 广.. ,荷花池,76.00,慢,0.00%,0.00%,-26.21%
399, 白扁豆 , 统 云南 ,荷花池,16.00,慢,0.00%,0.00%,-27.27%
400, 白扁豆 , 统 进口 ,荷花池,9.00,慢,0.00%,0.00%,-10.00%
401, 连钱草 , 统 较广 ,荷花池,10.00,慢,0.00%,0.00%,0.00%
402, 豆蔻 , 统 进口 ,荷花池,52.00,慢,0.00%,0.00%,6.12%
403, 附子 , 清水黑顺片.. ,荷花池,42.00,慢,0.00%,0.00%,-23.64%
404, 附子 , 清水白附片.. ,荷花池,45.00,慢,0.00%,0.00%,-40.00%
405, 白果 , 统 较广 ,荷花池,10.00,慢,0.00%,0.00%,33.33%
406, 胡椒 , 统白椒 海.. ,荷花池,68.00,慢,0.00%,0.00%,-4.23%
407, 金钱白花蛇 , 统条 江西 ,荷花池,46.00,慢,0.00%,0.00%,-36.11%
408, 白花蛇舌草 , 家种全草 .. ,荷花池,8.00,慢,0.00%,0.00%,-20.00%
409, 白及 , 统个 西南 ,荷花池,60.00,慢,0.00%,0.00%,-50.00%
410, 蒺藜 , 一般货 较.. ,荷花池,38.00,平,0.00%,0.00%,0.00%
411, 莲子 , 空心白统个.. ,荷花池,38.00,慢,0.00%,0.00%,-9.52%
412, 白蔹 , 水洗货 湖.. ,荷花池,43.00,慢,0.00%,0.00%,-14.00%
413, 白茅根 , 统货 较广 ,荷花池,10.00,慢,0.00%,0.00%,-28.57%
414, 白前 , 家种统 湖.. ,荷花池,16.00,慢,0.00%,0.00%,-11.11%
415, 白芍 , 中片 安徽 ,荷花池,53.00,慢,0.00%,0.00%,-11.67%
416, 蔓荆子 , 统 进口 ,玉林,23.00,平,0.00%,0.00%,-48.89%
417, 透骨草 , 凤仙透骨全.. ,玉林,13.00,平,0.00%,0.00%,-13.33%
418, 土贝母 , 统 较广 ,玉林,20.00,平,0.00%,0.00%,-39.39%
419, 土鳖虫 , 统货 较广 ,玉林,35.00,平,0.00%,0.00%,-12.50%
420, 土茯苓 , 粉质片 较.. ,玉林,33.00,平,0.00%,0.00%,-2.94%
421, 白头翁 , 统根 东北 ,荷花池,65.00,慢,0.00%,0.00%,-13.33%
422, 白薇 , 野生统个 .. ,荷花池,27.00,慢,0.00%,0.00%,8.00%
423, 白鲜皮 , 抽芯80-.. ,荷花池,130.00,慢,0.00%,0.00%,-15.03%
424, 白芷 , 统个 四川 ,荷花池,11.00,平,0.00%,0.00%,-15.38%
425, 百部 , 统条 湖北 ,荷花池,26.00,慢,0.00%,0.00%,-16.13%
426, 百合 , 统 湖南 ,荷花池,90.00,平,0.00%,0.00%,2.27%
427, 柏子仁 , 机选统货 .. ,荷花池,104.00,平,0.00%,0.00%,4.00%
428, 板蓝根 , 统个 较广 ,荷花池,9.00,平,0.00%,0.00%,0.00%
429, 半边莲 , 家种 较广 ,荷花池,7.00,慢,0.00%,0.00%,-36.36%
430, 半枝莲 , 头茬全草 .. ,荷花池,8.00,平,0.00%,0.00%,-11.11%
431, 雷丸 , 统个 云南 ,玉林,140.00,缺,0.00%,0.00%,-17.65%
432, 蛇蜕 , 统 较广 ,玉林,45.00,平,0.00%,0.00%,-18.18%
433, 水牛角 , 丝 广西 ,玉林,40.00,平,0.00%,0.00%,-6.98%
434, 刺猬皮 , 统 较广 ,玉林,330.00,平,0.00%,0.00%,0.00%
435, 蝼蛄 , 统 较广 ,玉林,46.00,缺,0.00%,0.00%,-8.00%
436, 蛴螬 , 统 较广 ,玉林,74.00,慢,0.00%,0.00%,0.00%
437, 蟋蟀 , 统 较广 ,玉林,37.00,慢,0.00%,0.00%,-17.78%
438, 夜明砂 , 统个 较广 ,玉林,8.00,平,0.00%,0.00%,14.29%
439, 西瓜皮 , 统个 较广 ,玉林,10.50,缺,0.00%,0.00%,0.00%
440, 石见穿 , 统 广西 ,玉林,13.00,平,0.00%,0.00%,0.00%
441, 铧头草 , 统 较广 ,玉林,9.00,缺,0.00%,0.00%,-18.18%
442, 溪黄草 , 统 两广 ,玉林,6.00,平,0.00%,0.00%,0.00%
443, 屈头鸡 , 统个 较广 ,玉林,30.00,平,0.00%,0.00%,0.00%
444, 香茅 , 统 云南 ,玉林,5.80,平,0.00%,0.00%,28.89%
445, 金樱根 , 统 ,玉林,8.50,平,0.00%,0.00%,0.00%
446, 浮海石 , 统 ,玉林,4.00,平,0.00%,0.00%,5.26%
447, 七叶莲 , 统 ,玉林,8.00,缺,0.00%,0.00%,0.00%
448, 铁包金 , 统 ,玉林,6.00,慢,0.00%,0.00%,0.00%
449, 无患子 , 统 ,玉林,7.00,缺,0.00%,0.00%,0.00%
450, 苦石莲 , 统 ,玉林,50.00,缺,0.00%,0.00%,0.00%
451, 倒扣草 , 统 广东 ,玉林,4.00,平,0.00%,0.00%,0.00%
452, 辣蓼草 , 统 ,玉林,3.30,平,0.00%,0.00%,0.00%
453, 清风藤 , 统 ,玉林,8.00,缺,0.00%,0.00%,0.00%
454, 横经席 , 统 广西 ,玉林,24.00,平,0.00%,0.00%,0.00%
455, 鬼针草 , 统 ,玉林,3.50,平,0.00%,0.00%,0.00%
456, 代赭石 , 统 ,玉林,2.50,缺,0.00%,0.00%,8.70%
457, 牛白藤 , 统 ,玉林,5.50,平,0.00%,0.00%,0.00%
458, 柴胡 , 统根 甘肃 ,荷花池,76.00,平,0.00%,0.00%,-27.62%
459, 蝉蜕 , 沙地 较广 ,荷花池,680.00,慢,0.00%,0.00%,-20.00%
460, 车前子 , 统 较广 ,荷花池,19.00,平,0.00%,0.00%,-13.64%
461, 沉香 , 统 国产 ,荷花池,210.00,慢,0.00%,0.00%,-8.70%
462, 陈皮 , 统个 较广 ,荷花池,8.00,慢,0.00%,0.00%,-11.11%
463, 拳参 , 统个 甘肃 ,荷花池,33.00,慢,0.00%,0.00%,0.00%
464, 决明子 , 统 进口 ,荷花池,4.00,慢,0.00%,0.00%,14.29%
465, 木贼 , 统 东北 ,荷花池,11.00,慢,0.00%,0.00%,22.22%
466, 大青叶 , 统 较广 ,荷花池,3.00,慢,0.00%,0.00%,7.14%
467, 鳖甲 , 选货 较广 ,荷花池,100.00,慢,0.00%,0.00%,-18.70%
468, 槟榔 , 统片 进口 ,荷花池,14.00,慢,0.00%,0.00%,-12.50%
469, 薄荷 , 全草统 较.. ,荷花池,5.00,平,0.00%,0.00%,-28.57%
470, 蚕沙 , 统 较广 ,荷花池,5.00,平,0.00%,0.00%,0.00%
471, 苍耳子 , 去刺统 内.. ,荷花池,10.00,慢,0.00%,0.00%,-33.33%
472, 苍术 , 光统个 内.. ,荷花池,105.00,慢,0.00%,0.00%,-22.22%
473, 草豆蔻 , 统 广西 ,荷花池,36.00,慢,0.00%,0.00%,-28.00%
474, 楮实子 , 色选 较广 ,荷花池,18.00,慢,0.00%,0.00%,-21.74%
475, 冬虫夏草 , 2000条.. ,荷花池,190000.00,慢,0.00%,0.00%,-7.77%
476, 冬虫夏草 , 4000条.. ,荷花池,110000.00,慢,0.00%,0.00%,-9.84%
477, 冬虫夏草 , 2000条.. ,荷花池,160000.00,慢,0.00%,0.00%,-23.81%
478, 冬虫夏草 , 4000条.. ,荷花池,90000.00,慢,0.00%,0.00%,-30.77%
479, 冬虫夏草 , 2000条.. ,荷花池,210000.00,慢,0.00%,0.00%,-4.55%
480, 冬虫夏草 , 4000条.. ,荷花池,110000.00,慢,0.00%,0.00%,-24.14%
481, 川楝子 , 统个 四川 ,荷花池,4.00,平,0.00%,0.00%,0.00%
482, 川木香 , 统个 四川 ,荷花池,36.00,慢,0.00%,0.00%,-10.00%
483, 川牛膝 , 统个 四川 ,荷花池,16.00,慢,0.00%,0.00%,-20.00%
484, 川贝母 , 松统 四川 ,荷花池,3800.00,平,0.00%,0.00%,-20.83%
485, 川芎 , 炕统个 四.. ,荷花池,15.00,平,0.00%,0.00%,-21.05%
486, 穿山龙 , 统个 东北 ,荷花池,14.00,慢,0.00%,0.00%,-6.67%
487, 穿心莲 , 全草 广西 ,荷花池,7.00,慢,0.00%,0.00%,-12.50%
488, 大腹皮 , 软统 进口 ,荷花池,5.30,慢,0.00%,0.00%,-24.29%
489, 远志 , 筒统货 山.. ,亳州,220.00,平,0.00%,0.00%,-8.33%
490, 远志 , 肉统 山西 ,亳州,230.00,平,0.00%,0.00%,-4.17%
491, 木香 , 统个 较广 ,亳州,14.00,平,0.00%,-6.67%,-30.00%
492, 皂角刺 , 大 家种 ,亳州,25.00,平,0.00%,0.00%,-10.71%
493, 皂角刺 , 小 家种 ,亳州,23.00,平,0.00%,0.00%,-11.54%
494, 大皂角 , 好货 河南 ,亳州,7.00,平,0.00%,0.00%,0.00%
495, 泽兰 , 统 河南 ,亳州,5.00,平,0.00%,0.00%,0.00%
496, 泽泻 , 统个 四川 ,亳州,13.50,平,0.00%,0.00%,-3.57%
497, 樟脑 , 统 较广 ,亳州,40.00,慢,0.00%,0.00%,33.33%
498, 浙贝母 , 统个 浙江 ,亳州,95.00,平,0.00%,0.00%,0.00%
499, 枳壳 , 统 江西 ,亳州,12.00,平,0.00%,0.00%,-29.41%
500, 枳壳 , 统 湖南 ,亳州,10.00,平,0.00%,0.00%,-37.50%
501, 钟乳石 , 统块 较广 ,亳州,3.50,平,0.00%,0.00%,0.00%
502, 南五味子 , 统 河南 ,亳州,33.00,平,0.00%,0.00%,-26.67%
503, 重楼 , 统个 西南 ,亳州,60.00,平,0.00%,7.14%,-47.83%
504, 猪苓 , 统个 野生 ,亳州,120.00,缺,0.00%,0.00%,0.00%
505, 猪苓 , 统个 家种 ,亳州,120.00,平,0.00%,0.00%,4.35%
506, 猪牙皂 , 统个 较广 ,亳州,10.00,慢,0.00%,0.00%,-23.08%
507, 竹茹 , 球 较广 ,亳州,12.00,平,0.00%,0.00%,0.00%
508, 薏苡仁 , 统 贵州 ,亳州,9.00,平,0.00%,0.00%,-25.00%
509, 薏苡仁 , 统 进口 ,亳州,7.50,平,0.00%,-3.85%,-16.67%
510, 茵陈 , 统 甘肃 ,亳州,9.00,慢,0.00%,0.00%,-25.00%
511, 淫羊藿 , 不带头统 .. ,亳州,50.00,平,0.00%,0.00%,0.00%
512, 淫羊藿 , 统货 甘肃 ,亳州,130.00,平,0.00%,0.00%,8.33%
513, 淫羊藿 , 朝鲜藿 东.. ,亳州,90.00,缺,0.00%,0.00%,-5.26%
514, 银柴胡 , 统个 甘肃 ,亳州,70.00,平,0.00%,0.00%,-41.67%
515, 银杏叶 , 统 较广 ,亳州,8.50,慢,0.00%,0.00%,0.00%
516, 银杏叶 , 青统 较广 ,亳州,12.00,平,0.00%,0.00%,0.00%
517, 茉莉花 , 统 较广 ,亳州,55.00,平,0.00%,0.00%,-8.33%
518, 鱼脑石 , 小粒 较广 ,亳州,180.00,平,0.00%,0.00%,50.00%
519, 鱼腥草 , 家统 较广 ,亳州,4.50,平,0.00%,0.00%,-10.00%
520, 鱼腥草 , 野统 较广 ,亳州,7.00,平,0.00%,7.69%,7.69%
521, 玉米须 , 统 较广 ,亳州,6.00,平,0.00%,0.00%,-25.00%
522, 玉竹 , 统条 湖南 ,亳州,40.00,平,0.00%,0.00%,-11.11%
523, 郁金 , 统个 广西 ,亳州,15.00,平,0.00%,0.00%,-11.76%
524, 郁李仁 , 统 内蒙 ,亳州,75.00,平,0.00%,0.00%,-9.64%
525, 郁李仁 , 统 甘肃 ,亳州,35.00,平,0.00%,0.00%,-12.50%
526, 白前 , 家种统 湖.. ,玉林,15.00,平,0.00%,0.00%,-25.00%
527, 白芍 , 中片 安徽 ,玉林,60.00,平,0.00%,5.26%,-14.29%
528, 白芍 , 小片 安徽 ,玉林,46.00,平,0.00%,4.55%,-23.33%
529, 白术 , 统片 安徽 ,玉林,30.00,平,0.00%,0.00%,-66.67%
530, 白术 , 统片 河北 ,玉林,25.00,平,0.00%,0.00%,-64.29%
531, 白头翁 , 统根 东北 ,玉林,70.00,平,0.00%,0.00%,-12.50%
532, 白薇 , 野生统个 .. ,玉林,26.00,平,0.00%,0.00%,-13.33%
533, 白鲜皮 , 抽芯80-.. ,玉林,140.00,慢,0.00%,0.00%,-6.67%
534, 白芷 , 统个 安徽 ,玉林,9.00,平,0.00%,0.00%,-18.18%
535, 白芷 , 统个 四川 ,玉林,11.00,平,0.00%,0.00%,-15.38%
536, 百部 , 统条 广西 ,玉林,29.00,平,0.00%,0.00%,-17.14%
537, 百部 , 统 进口 ,玉林,24.00,平,0.00%,0.00%,-22.58%
538, 百合 , 统 湖南 ,玉林,85.00,快,0.00%,0.00%,-3.41%
539, 柏子仁 , 机选统货 .. ,玉林,105.00,平,0.00%,0.00%,-4.55%
540, 板蓝根 , 统个 较广 ,玉林,10.50,平,0.00%,0.00%,5.00%
541, 半边莲 , 家种净货 .. ,玉林,17.00,平,0.00%,0.00%,-5.56%
542, 半枝莲 , 头茬全草 .. ,玉林,8.00,平,0.00%,0.00%,-11.11%
543, 半枝莲 , 二茬全草 .. ,玉林,7.00,平,0.00%,0.00%,-12.50%
544, 北沙参 , 统片 河北 ,玉林,25.00,快,0.00%,0.00%,-3.85%
545, 荜茇 , 统 进口 ,玉林,54.50,平,0.00%,-2.68%,-6.03%
546, 蓖麻子 , 统 较广 ,玉林,8.50,慢,0.00%,0.00%,0.00%
547, 鳖甲 , 统 较广 ,玉林,90.00,平,0.00%,0.00%,-18.18%
548, 槟榔 , 统片 进口 ,玉林,14.00,平,0.00%,0.00%,-6.67%
549, 冰片 , 统 铜陵 ,玉林,115.00,平,0.00%,0.00%,-14.81%
550, 薄荷 , 全草统 较.. ,玉林,5.50,快,0.00%,0.00%,-8.33%
551, 薄荷 , 叶统 较广 ,玉林,16.00,快,0.00%,0.00%,23.08%
552, 薄荷脑 , 统 较广 ,玉林,110.00,平,0.00%,0.00%,-15.38%
553, 补骨脂 , 统 进口 ,玉林,12.00,平,0.00%,-7.69%,-20.00%
554, 布渣叶 , 统 广东 ,玉林,9.50,平,0.00%,0.00%,0.00%
555, 蚕沙 , 统 较广 ,玉林,5.00,平,0.00%,0.00%,0.00%
556, 苍耳子 , 去刺统 内.. ,玉林,13.00,平,0.00%,0.00%,-7.14%
557, 苍术 , 光统个 内.. ,玉林,115.00,平,0.00%,0.00%,-14.81%
558, 苍术 , 家种统个 .. ,玉林,30.00,平,0.00%,0.00%,0.00%
559, 草豆蔻 , 统 海南 ,玉林,40.50,平,0.00%,0.00%,-18.18%
560, 草豆蔻 , 统 进口 ,玉林,32.50,平,0.00%,6.56%,-12.16%
561, 草豆蔻 , 统 广西 ,玉林,38.50,平,0.00%,-1.28%,-18.95%
562, 草果 , 统货 云南 ,玉林,44.50,平,0.00%,0.00%,-2.20%
563, 草果 , 选货 云南 ,玉林,46.00,平,0.00%,0.00%,-3.16%
564, 草果 , 统货 进口 ,玉林,43.50,平,0.00%,0.00%,-2.25%
565, 拳参 , 统个 甘肃 ,玉林,34.00,缺,0.00%,0.00%,-5.56%
566, 决明子 , 统 进口 ,玉林,3.00,平,0.00%,0.00%,-14.29%
567, 肿节风 , 全草 广西 ,玉林,9.50,平,0.00%,0.00%,0.00%
568, 肿节风 , 统 进口 ,玉林,9.50,平,0.00%,0.00%,0.00%
569, 侧柏叶 , 统 较广 ,玉林,4.00,平,0.00%,0.00%,0.00%
570, 预知子 , 统 湖北 ,玉林,16.00,平,0.00%,0.00%,0.00%
571, 巴豆 , 统 四川 ,玉林,16.00,平,0.00%,0.00%,-11.11%
572, 人参 , 生晒45支.. ,玉林,300.00,平,0.00%,0.00%,-6.25%
573, 人参 , 生晒80支.. ,玉林,230.00,平,0.00%,0.00%,0.00%
574, 巴戟天 , 中肉 广东 ,玉林,67.00,平,0.00%,3.08%,-25.56%
575, 巴戟天 , 小肉 广东 ,玉林,55.00,平,0.00%,0.00%,-35.29%
576, 巴戟天 , 肉统条 广.. ,玉林,68.00,平,0.00%,0.00%,-28.42%
577, 巴戟天 , 标头肉 广.. ,玉林,105.00,平,0.00%,0.00%,-12.50%
578, 巴戟天 , 大肉 广东 ,玉林,85.00,缺,0.00%,0.00%,-15.00%
579, 白扁豆 , 大粒 云南 ,玉林,18.00,平,0.00%,0.00%,-18.18%
580, 白扁豆 , 统 进口 ,玉林,10.00,平,0.00%,0.00%,0.00%
581, 连钱草 , 统 较广 ,玉林,11.00,平,0.00%,0.00%,-21.43%
582, 豆蔻 , 统 进口 ,玉林,46.00,平,0.00%,-4.17%,-6.12%
583, 附子 , 清水黑顺片.. ,玉林,45.00,平,0.00%,0.00%,-30.77%
584, 附子 , 清水白附片.. ,玉林,68.00,平,0.00%,0.00%,-32.00%
585, 白果 , 统 较广 ,玉林,7.80,平,0.00%,0.00%,11.43%
586, 白果 , 统仁 较广 ,玉林,11.00,平,0.00%,0.00%,10.00%
587, 胡椒 , 统白椒 海.. ,玉林,67.00,平,0.00%,-1.47%,-6.94%
588, 胡椒 , 6两黑椒 .. ,玉林,43.00,平,0.00%,-4.02%,-12.24%
589, 胡椒 , 5.8两黑.. ,玉林,41.50,平,0.00%,-4.82%,-14.43%
590, 胡椒 , 统白椒 印.. ,玉林,59.00,平,0.00%,-5.60%,-13.24%
591, 胡椒 , 统白椒 马.. ,玉林,65.80,平,0.00%,-1.79%,-6.00%
592, 金钱白花蛇 , 统条 江西 ,玉林,45.00,平,0.00%,0.00%,-30.77%
593, 白花蛇舌草 , 家种全草 .. ,玉林,8.00,平,0.00%,0.00%,-20.00%
594, 白花蛇舌草 , 野生全草 .. ,玉林,9.00,平,0.00%,0.00%,-18.18%
595, 白及 , 统个 西南 ,玉林,60.00,平,0.00%,7.14%,-53.13%
596, 蒺藜 , 色青货 较.. ,玉林,40.00,缺,0.00%,0.00%,-11.11%
597, 莲子 , 红统个 湖.. ,玉林,35.00,平,0.00%,0.00%,0.00%
598, 莲子 , 空心白统个.. ,玉林,40.00,平,0.00%,0.00%,0.00%
599, 白蔹 , 水洗货 湖.. ,玉林,45.00,平,0.00%,0.00%,-10.00%
600, 蝉蜕 , 沙地 较广 ,玉林,720.00,平,0.00%,0.00%,-10.00%
601, 蝉蜕 , 水洗 较广 ,玉林,920.00,平,0.00%,0.00%,-16.36%
602, 常山 , 土常山 较.. ,玉林,4.50,缺,0.00%,0.00%,0.00%
603, 车前子 , 净货 江西 ,玉林,22.00,慢,0.00%,0.00%,-12.00%
604, 沉香 , 统 进口 ,玉林,210.00,平,0.00%,0.00%,-19.23%
605, 沉香 , 统 国产 ,玉林,220.00,平,0.00%,0.00%,-15.38%
606, 朱砂 , 天然 ,玉林,1500.00,平,0.00%,0.00%,15.38%
607, 朱砂 , 水飞 湖南 ,玉林,1300.00,缺,0.00%,0.00%,8.33%
608, 陈皮 , 统个 较广 ,玉林,7.00,平,0.00%,0.00%,-12.50%
609, 陈皮 , 统丝 较广 ,玉林,8.00,平,0.00%,0.00%,-11.11%
610, 赤芍 , 野生 教广 ,玉林,50.00,平,0.00%,0.00%,-9.09%
611, 赤小豆 , 统 较广 ,玉林,8.00,慢,0.00%,0.00%,-11.11%
612, 茺蔚子 , 统 较广 ,玉林,26.00,缺,0.00%,0.00%,-40.91%
613, 楮实子 , 色选 较广 ,玉林,20.00,平,0.00%,0.00%,-16.67%
614, 冬虫夏草 , 2000条.. ,玉林,190000.00,缺,0.00%,0.00%,-13.64%
615, 冬虫夏草 , 4000条.. ,玉林,110000.00,平,0.00%,0.00%,-24.14%
616, 花椒 , 统 陕西 ,玉林,50.00,平,0.00%,0.00%,11.11%
617, 苦楝皮 , 统 广西 ,玉林,4.20,平,0.00%,0.00%,0.00%
618, 川楝子 , 统个 四川 ,玉林,4.00,平,0.00%,0.00%,0.00%
619, 川牛膝 , 统个 四川 ,玉林,17.00,平,0.00%,0.00%,-22.73%
620, 川贝母 , 松统 四川 ,玉林,3800.00,畅,0.00%,0.00%,-22.45%
621, 川贝母 , 青统 四川 ,玉林,3000.00,慢,0.00%,0.00%,-25.00%
622, 川芎 , 炕统个 四.. ,玉林,15.50,平,0.00%,3.33%,-18.42%
623, 川芎 , 统片 四川 ,玉林,18.00,平,0.00%,0.00%,-18.18%
624, 韭菜子 , 统 较广 ,玉林,84.00,平,0.00%,0.00%,40.00%
625, 救必应 , 统 进口 ,玉林,10.00,平,0.00%,0.00%,-47.37%
626, 桔梗 , 去皮统个 .. ,玉林,28.00,平,0.00%,0.00%,-26.32%
627, 橘核 , 统 较广 ,玉林,13.00,平,0.00%,0.00%,0.00%
