,品名,规格,市场,价格,趋势,周涨跌,月涨跌,年涨跌
100, 罗布麻叶 , 统 河北 ,亳州,13.00,平,0.00%,0.00%,0.00%
101, 罗布麻叶 , 统 新疆 ,亳州,13.00,平,0.00%,0.00%,0.00%
102, 罗汉果 , 大个 广西 ,亳州,0.80,平,0.00%,23.08%,11.11%
103, 罗汉果 , 中个 广西 ,亳州,0.65,平,0.00%,18.18%,4.84%
104, 罗汉果 , 小个 广西 ,亳州,0.55,平,0.00%,22.22%,17.02%
105, 络石藤 , 统 较广 ,亳州,5.50,平,0.00%,0.00%,0.00%
106, 麻黄 , 统 内蒙 ,亳州,15.00,慢,0.00%,0.00%,0.00%
107, 马鞭草 , 统 较广 ,亳州,6.00,慢,0.00%,0.00%,-25.00%
108, 马勃 , 统个 东北 ,亳州,75.00,平,0.00%,0.00%,0.00%
109, 鹿茸 , 花二杠一等.. ,亳州,7000.00,平,0.00%,0.00%,-17.65%
110, 鹿茸 , 花二杠二等.. ,亳州,6000.00,平,0.00%,0.00%,-14.29%
111, 鹿茸 , 马鹿茸一等.. ,亳州,2500.00,平,0.00%,0.00%,-10.71%
112, 马钱子 , 统 进口 ,亳州,65.00,平,0.00%,0.00%,0.00%
113, 蚂蚁 , 黑大统 较.. ,亳州,280.00,平,0.00%,0.00%,7.69%
114, 蚂蚁 , 黑小统 较.. ,亳州,90.00,平,0.00%,0.00%,0.00%
115, 月季花 , 大花 山东 ,亳州,65.00,平,0.00%,0.00%,-7.14%
116, 月季花 , 小花 山东 ,亳州,60.00,平,0.00%,0.00%,-7.69%
117, 苦参 , 统片 内蒙 ,亳州,11.00,慢,0.00%,0.00%,-31.25%
118, 苦参 , 统片 山西 ,亳州,10.00,慢,0.00%,0.00%,-28.57%
119, 苦木 , 统片 湖北 ,亳州,3.00,平,0.00%,0.00%,0.00%
120, 苦杏仁 , 统 甘肃 ,亳州,21.00,平,0.00%,-4.55%,-12.50%
121, 苦杏仁 , 统 内蒙 ,亳州,22.00,平,0.00%,-4.35%,-12.00%
122, 款冬花 , 统 甘肃 ,亳州,80.00,平,0.00%,0.00%,-20.00%
123, 昆布 , 水洗 较广 ,亳州,12.00,平,0.00%,0.00%,-25.00%
124, 薰衣草 , 统 较广 ,亳州,30.00,平,0.00%,0.00%,0.00%
125, 莱菔子 , 统 较广 ,亳州,10.50,平,0.00%,0.00%,-4.55%
126, 老鹳草 , 统 较广 ,亳州,3.00,平,0.00%,0.00%,0.00%
127, 荔枝核 , 统 两广 ,亳州,6.00,平,0.00%,0.00%,-40.00%
128, 连翘 , 青翘水煮统.. ,亳州,40.00,平,0.00%,0.00%,-33.33%
129, 连翘 , 黄翘净 河.. ,亳州,45.00,平,0.00%,0.00%,-25.00%
130, 莲子心 , 统 湖南 ,亳州,50.00,平,0.00%,0.00%,-28.57%
131, 凉粉草 , 统 广西 ,亳州,10.00,平,0.00%,0.00%,5.26%
132, 两面针 , 双面阳枝 .. ,亳州,6.00,缺,0.00%,0.00%,0.00%
133, 细辛 , 统根 辽宁 ,亳州,240.00,平,0.00%,0.00%,-20.00%
134, 细辛 , 净根 辽宁 ,亳州,260.00,平,0.00%,0.00%,-18.75%
135, 灵香草 , 统货 云南 ,亳州,35.00,平,0.00%,0.00%,0.00%
136, 灵芝 , 家种统个 .. ,亳州,27.00,平,0.00%,3.85%,3.85%
137, 青风藤 , 统片 较广 ,亳州,7.00,平,0.00%,0.00%,0.00%
138, 凌霄花 , 统 江苏 ,亳州,38.00,平,0.00%,0.00%,-15.56%
139, 北刘寄奴 , 统片 较广 ,亳州,15.00,平,0.00%,0.00%,0.00%
140, 神曲 , 统货 ,亳州,8.00,缺,0.00%,0.00%,0.00%
141, 龙胆 , 统 云南 ,亳州,58.00,平,0.00%,0.00%,-14.71%
142, 龙胆 , 北统 辽宁 ,亳州,65.00,平,0.00%,0.00%,-35.00%
143, 胡芦巴 , 统 进口 ,亳州,6.50,平,0.00%,0.00%,-23.53%
144, 芦根 , 饮片货 河.. ,亳州,10.00,平,0.00%,0.00%,0.00%
145, 伸筋草 , 全草 较广 ,亳州,12.00,平,0.00%,0.00%,20.00%
146, 升麻 , 统个 东北 ,亳州,73.00,平,0.00%,0.00%,-14.12%
147, 地黄 , 三四五混级.. ,亳州,12.00,平,0.00%,14.29%,20.00%
148, 石菖蒲 , 统个 安徽 ,亳州,67.00,平,0.00%,0.00%,-4.29%
149, 石膏 , 统 较广 ,亳州,2.50,平,0.00%,0.00%,-16.67%
150, 石斛 , 黄草统条 .. ,亳州,60.00,平,0.00%,0.00%,33.33%
151, 石斛 , 黄草全检货.. ,亳州,90.00,平,0.00%,0.00%,0.00%
152, 石决明 , 大个 福建 ,亳州,15.00,平,0.00%,0.00%,0.00%
153, 石莲子 , 统 较广 ,亳州,10.00,平,0.00%,0.00%,0.00%
154, 石榴皮 , 统 较广 ,亳州,5.00,平,0.00%,0.00%,0.00%
155, 石韦 , 小叶 较广 ,亳州,18.00,平,0.00%,0.00%,0.00%
156, 使君子 , 带壳统 重.. ,亳州,17.00,平,0.00%,0.00%,-15.00%
157, 矮地茶 , 统 较广 ,亳州,8.00,平,0.00%,0.00%,0.00%
158, 蒲公英 , 野生全草 .. ,亳州,8.00,平,0.00%,0.00%,-11.11%
159, 蒲公英 , 家种全草 .. ,亳州,4.50,平,0.00%,0.00%,-35.71%
160, 蜜蜂房 , 统 较广 ,亳州,600.00,平,0.00%,0.00%,-14.29%
161, 蒲黄 , 细粉 较广 ,亳州,35.00,平,0.00%,0.00%,-41.67%
162, 蕲蛇 , 净 江西 ,亳州,1500.00,平,0.00%,-6.25%,-11.76%
163, 千金子 , 统 河南 ,亳州,13.00,慢,0.00%,0.00%,0.00%
164, 千年健 , 统片 进口 ,亳州,25.00,平,0.00%,0.00%,-16.67%
165, 牵牛子 , 黑统 较广 ,亳州,8.50,平,0.00%,0.00%,-5.56%
166, 前胡 , 野生统个 .. ,亳州,140.00,平,0.00%,0.00%,0.00%
167, 前胡 , 家种统个 .. ,亳州,18.00,平,0.00%,0.00%,-21.74%
168, 前胡 , 全检个子 .. ,亳州,40.00,平,0.00%,11.11%,0.00%
169, 芡实 , 四六瓣 较.. ,亳州,19.00,平,0.00%,-5.00%,-36.67%
170, 芡实 , 两瓣 较广 ,亳州,28.00,平,0.00%,-3.45%,-28.21%
171, 麦芽 , 生统 较广 ,亳州,3.80,平,0.00%,0.00%,8.57%
172, 蔓荆子 , 统 江西 ,亳州,63.00,平,0.00%,-3.08%,-42.73%
173, 蔓荆子 , 统 进口 ,亳州,17.00,慢,0.00%,-15.00%,-52.78%
174, 芒硝 , 统货 较广 ,亳州,2.00,平,0.00%,0.00%,66.67%
175, 猫爪草 , 家统 河南 ,亳州,42.00,平,0.00%,0.00%,-95.80%
176, 猫爪草 , 野统 河南 ,亳州,60.00,平,0.00%,0.00%,-92.00%
177, 知母 , 家种统片 .. ,亳州,10.00,平,0.00%,0.00%,-9.09%
178, 知母 , 家种统个 .. ,亳州,10.00,缺,0.00%,0.00%,-9.09%
179, 没食子 , 统 进口 ,亳州,60.00,平,0.00%,0.00%,7.14%
180, 没药 , 统 进口 ,亳州,30.00,平,0.00%,0.00%,0.00%
181, 玫瑰花 , 无硫统 山.. ,亳州,95.00,平,0.00%,0.00%,72.73%
182, 密蒙花 , 好统 四川 ,亳州,20.00,平,0.00%,-23.08%,-23.08%
183, 牡丹皮 , 抽芯90%.. ,亳州,90.00,平,0.00%,5.88%,-10.00%
184, 牡丹皮 , 黑丹抽芯9.. ,亳州,50.00,平,0.00%,0.00%,-9.09%
185, 木鳖子 , 统 广西 ,亳州,21.00,平,0.00%,0.00%,-4.55%
186, 木蝴蝶 , 统 进口 ,亳州,40.00,平,0.00%,0.00%,-11.11%
187, 南沙参 , 未刮皮统 .. ,亳州,75.00,平,0.00%,0.00%,7.14%
188, 牛蒡子 , 统 甘肃 ,亳州,12.50,平,0.00%,4.17%,-21.88%
189, 牛黄 , 天然胆黄 .. ,亳州,500000.00,平,0.00%,-16.67%,-68.75%
190, 女贞子 , 统货 西南 ,亳州,2.50,平,0.00%,0.00%,-7.41%
191, 藕节 , 统个 较广 ,亳州,13.00,平,0.00%,0.00%,0.00%
192, 胖大海 , 长果 进口 ,亳州,220.00,平,0.00%,0.00%,-4.35%
193, 胖大海 , 圆果 进口 ,亳州,150.00,平,0.00%,0.00%,15.38%
194, 佩兰 , 统 较广 ,亳州,4.00,慢,0.00%,0.00%,-20.00%
195, 枇杷叶 , 青统 较广 ,亳州,4.50,缺,0.00%,0.00%,-35.71%
196, 枇杷叶 , 黄统 较广 ,亳州,3.00,平,0.00%,0.00%,-25.00%
197, 平贝母 , 小粒 吉林 ,亳州,120.00,平,0.00%,0.00%,-20.00%
198, 羌活 , 条羌统 四.. ,亳州,140.00,平,0.00%,0.00%,-22.22%
199, 羌活 , 蚕羌 四川 ,亳州,300.00,平,0.00%,0.00%,-14.29%
200, 秦艽 , 野生 较广 ,亳州,190.00,平,0.00%,0.00%,0.00%
201, 秦艽 , 家种统 云.. ,亳州,28.00,平,0.00%,-6.67%,-56.92%
202, 青黛 , 统 福建 ,亳州,50.00,平,0.00%,0.00%,0.00%
203, 青蒿 , 全草 较广 ,亳州,2.00,平,0.00%,0.00%,0.00%
204, 青皮 , 四花 较广 ,亳州,15.50,慢,0.00%,0.00%,0.00%
205, 青皮 , 小个 较广 ,亳州,4.50,慢,0.00%,0.00%,0.00%
206, 北豆根 , 统个 东北 ,亳州,14.00,平,0.00%,0.00%,-12.50%
207, 青葙子 , 色选货 ,亳州,70.00,平,0.00%,0.00%,-36.36%
208, 瓜蒌 , 统全个 河.. ,亳州,15.00,平,0.00%,0.00%,-25.00%
209, 人参叶 , 色青统 东.. ,亳州,55.00,慢,0.00%,0.00%,0.00%
210, 忍冬藤 , 统片 较广 ,亳州,3.00,慢,0.00%,0.00%,0.00%
211, 肉苁蓉 , 软个 新疆 ,亳州,38.00,平,0.00%,0.00%,-52.50%
212, 肉苁蓉 , 硬个 新疆 ,亳州,17.00,平,0.00%,0.00%,-62.22%
213, 肉豆蔻 , 统 进口 ,亳州,55.00,平,0.00%,0.00%,-8.33%
214, 独活 , 肉统 湖北 ,亳州,16.00,平,0.00%,0.00%,14.29%
215, 葎草 , 统草 较广 ,亳州,3.50,平,0.00%,0.00%,0.00%
216, 紫硇砂 , 统块 较广 ,亳州,12.00,平,0.00%,0.00%,0.00%
217, 紫草茸 , 统 云南 ,亳州,35.00,平,0.00%,0.00%,0.00%
218, 三七 , 20头春七.. ,亳州,190.00,平,0.00%,2.70%,-5.00%
219, 三七 , 40头春七.. ,亳州,135.00,平,0.00%,3.85%,-10.00%
220, 三七 , 60头春七.. ,亳州,125.00,平,0.00%,4.17%,-13.79%
221, 三七 , 80头春七.. ,亳州,120.00,平,0.00%,4.35%,-14.29%
222, 三七 , 120头春.. ,亳州,115.00,平,0.00%,4.55%,-11.54%
223, 桑白皮 , 刮皮出口级.. ,亳州,38.00,慢,0.00%,0.00%,-15.56%
224, 桑寄生 , 统片 东北 ,亳州,17.50,平,0.00%,0.00%,-20.45%
225, 桑螵蛸 , 生大绵 山.. ,亳州,400.00,平,0.00%,0.00%,-9.09%
226, 桑螵蛸 , 熟大绵 山.. ,亳州,820.00,平,0.00%,5.13%,-3.53%
227, 桑椹 , 黑统 较广 ,亳州,15.00,平,0.00%,0.00%,0.00%
228, 桑叶 , 青统 较广 ,亳州,4.50,慢,0.00%,0.00%,-10.00%
229, 桑枝 , 统片 较广 ,亳州,4.00,平,0.00%,0.00%,0.00%
230, 沙苑子 , 统 陕西 ,亳州,45.00,平,0.00%,0.00%,12.50%
231, 砂仁 , 壳砂统 国.. ,亳州,115.00,平,0.00%,0.00%,-36.11%
232, 砂仁 , 壳砂统 进.. ,亳州,28.00,平,0.00%,0.00%,-30.00%
233, 山慈菇 , 统 西南 ,亳州,280.00,平,0.00%,0.00%,0.00%
234, 山海螺 , 统 东北 ,亳州,40.00,平,0.00%,0.00%,-33.33%
235, 山柰 , 统 进口 ,亳州,70.00,平,0.00%,-2.78%,20.69%
236, 山楂 , 手工统片 .. ,亳州,12.00,平,0.00%,0.00%,-20.00%
237, 山楂 , 饮片货 山.. ,亳州,7.50,平,0.00%,0.00%,-25.00%
238, 黄瓜子 , 统 较广 ,亳州,45.00,平,0.00%,0.00%,-30.77%
239, 四季青 , 统 较广 ,亳州,7.00,平,0.00%,0.00%,0.00%
240, 山芝麻 , 统 较广 ,亳州,7.00,平,0.00%,0.00%,16.67%
241, 栀子 , 统 江西 ,亳州,20.00,平,0.00%,0.00%,-63.64%
242, 栀子 , 统个 福建 ,亳州,18.00,平,0.00%,0.00%,-66.04%
243, 栀子 , 红统 江西 ,亳州,25.00,平,0.00%,0.00%,-58.33%
244, 山茱萸 , 药厂货 陕.. ,亳州,50.00,平,0.00%,0.00%,-5.66%
245, 山茱萸 , 饮片货 陕.. ,亳州,55.00,平,0.00%,0.00%,-5.17%
246, 远志 , 筒好货 山.. ,玉林,220.00,平,0.00%,0.00%,-15.38%
247, 远志 , 筒统货 山.. ,玉林,200.00,平,0.00%,0.00%,-14.89%
248, 苦瓜 , 茶用片 较.. ,玉林,20.00,慢,0.00%,0.00%,0.00%
249, 木香 , 统个 较广 ,玉林,16.00,平,0.00%,0.00%,-36.00%
250, 皂角刺 , 小 家种 ,玉林,25.00,平,0.00%,0.00%,-16.67%
251, 大皂角 , 好货 河南 ,玉林,8.00,平,0.00%,0.00%,0.00%
252, 泽兰 , 统 河南 ,玉林,6.50,平,0.00%,0.00%,0.00%
253, 泽泻 , 统个 四川 ,玉林,14.00,平,0.00%,3.70%,-3.45%
254, 樟脑 , 统 较广 ,玉林,40.00,缺,0.00%,0.00%,14.29%
255, 苦丁茶 , 统叶 四川 ,玉林,17.00,平,0.00%,0.00%,0.00%
256, 浙贝母 , 无硫片 浙.. ,玉林,165.00,平,0.00%,1.85%,-2.94%
257, 浙贝母 , 统个 浙江 ,玉林,88.00,平,0.00%,3.53%,-14.56%
258, 珍珠 , 统 浙江 ,玉林,290.00,平,0.00%,0.00%,7.41%
259, 珍珠母 , 统 浙江 ,玉林,3.00,无,0.00%,0.00%,0.00%
260, 枳壳 , 统 江西 ,玉林,12.50,平,0.00%,0.00%,-34.21%
261, 枳壳 , 统 湖南 ,玉林,12.00,平,0.00%,0.00%,-36.84%
262, 钟乳石 , 统块 较广 ,玉林,3.30,缺,0.00%,0.00%,10.00%
263, 南五味子 , 统 河南 ,玉林,36.00,平,0.00%,0.00%,-21.74%
264, 重楼 , 统个 西南 ,玉林,64.00,平,0.00%,3.23%,-46.67%
265, 南板蓝根 , 统个 两广 ,玉林,6.50,平,0.00%,0.00%,-13.33%
266, 猪苓 , 统个 家种 ,玉林,130.00,平,0.00%,0.00%,-7.14%
267, 猪牙皂 , 统个 较广 ,玉林,13.00,平,0.00%,0.00%,-23.53%
268, 竹茹 , 丝 较广 ,玉林,4.00,平,0.00%,0.00%,0.00%
269, 孜然 , 统 进口 ,玉林,21.00,平,0.00%,0.00%,-8.70%
270, 孜然 , 统 甘肃 ,玉林,20.50,平,0.00%,-1.44%,-14.58%
271, 紫草 , 软统 新疆 ,玉林,510.00,平,0.00%,0.00%,-12.07%
272, 紫苏梗 , 统片 较广 ,玉林,9.50,平,0.00%,0.00%,5.56%
273, 紫苏叶 , 全叶 两广 ,玉林,16.00,平,0.00%,0.00%,0.00%
274, 紫菀 , 统个 安徽 ,玉林,12.00,平,0.00%,0.00%,-33.33%
275, 五味子 , 统 辽宁 ,玉林,33.00,慢,0.00%,0.00%,-40.00%
276, 三棱 , 统片 浙江 ,玉林,13.00,平,0.00%,0.00%,-38.10%
277, 五倍子 , 花倍 较广 ,玉林,60.00,平,0.00%,0.00%,25.00%
278, 五倍子 , 肚倍 较广 ,玉林,150.00,缺,0.00%,0.00%,0.00%
279, 枳实 , 1.0-2.. ,玉林,27.00,平,0.00%,3.85%,-25.00%
280, 枳实 , 1.0-2.. ,玉林,27.00,平,0.00%,3.85%,-25.00%
281, 乳香 , 统货 进口 ,玉林,42.00,平,0.00%,0.00%,5.00%
282, 鬼箭羽 , 统 较广 ,玉林,100.00,缺,0.00%,0.00%,-9.09%
283, 豨莶草 , 统 较广 ,玉林,6.00,缺,0.00%,0.00%,0.00%
284, 香加皮 , 统 较广 ,玉林,16.00,平,0.00%,0.00%,0.00%
285, 败酱 , 南统 较广 ,玉林,6.00,平,0.00%,0.00%,0.00%
286, 海金沙 , 净统 江西 ,玉林,115.00,平,0.00%,4.55%,-28.13%
287, 竹节参 , 统个 较广 ,玉林,1300.00,缺,0.00%,0.00%,0.00%
288, 合欢花 , 统 较广 ,玉林,40.00,平,0.00%,-4.76%,-47.37%
289, 关黄柏 , 丝 北朝 ,玉林,80.00,平,0.00%,0.00%,0.00%
290, 川木通 , 统 四川 ,玉林,13.00,平,0.00%,0.00%,0.00%
291, 川明参 , 统个 四川 ,玉林,32.00,平,0.00%,0.00%,-5.88%
292, 珠子参 , 统 西南 ,玉林,470.00,平,0.00%,17.50%,-37.33%
293, 僵蚕 , 统 广西 ,玉林,115.00,平,0.00%,0.00%,-14.81%
294, 九节菖蒲 , 统 陕西 ,玉林,300.00,平,0.00%,0.00%,11.11%
295, 全蝎 , 清水 洛阳 ,玉林,1500.00,平,0.00%,0.00%,-16.67%
296, 全蝎 , 盐水 西北 ,玉林,750.00,平,0.00%,0.00%,-16.67%
297, 山银花 , 茶花 湖南 ,玉林,40.00,平,0.00%,0.00%,-20.00%
298, 山银花 , 五彩花 湖.. ,玉林,35.00,平,0.00%,0.00%,-22.22%
299, 王不留行壳 , 统 广西 ,玉林,23.00,平,0.00%,0.00%,0.00%
300, 广金钱草 , 全草统 广.. ,玉林,5.50,平,0.00%,10.00%,-21.43%
301, 粉葛 , 无硫统丁 .. ,玉林,12.50,畅,0.00%,0.00%,13.64%
302, 骨碎补 , 统 西南 ,玉林,52.00,平,0.00%,6.12%,-10.34%
303, 两头尖 , 统 东北 ,玉林,70.00,缺,0.00%,0.00%,-12.50%
304, 千斤拔 , 统 广西 ,玉林,54.00,平,0.00%,0.00%,-1.82%
305, 半枫荷 , 统片 广东 ,玉林,3.00,平,0.00%,0.00%,0.00%
306, 五指毛桃 , 中段 广西 ,玉林,50.00,平,0.00%,0.00%,0.00%
307, 红景天 , 大花统 川.. ,玉林,90.00,畅,0.00%,0.00%,0.00%
308, 柿蒂 , 青统 陕西 ,玉林,12.00,平,0.00%,0.00%,20.00%
309, 谷芽 , 统 较广 ,玉林,8.00,快,0.00%,0.00%,0.00%
310, 枳椇子 , 选 较广 ,玉林,28.00,平,0.00%,0.00%,-6.67%
311, 桂花 , 统 较广 ,玉林,140.00,平,0.00%,0.00%,0.00%
312, 车前草 , 全草 贵州 ,玉林,11.00,平,0.00%,0.00%,37.50%
